Store,Dept,Date,Weekly_Sales,IsHoliday
18,98,2010-04-16,9.32,False
41,46,2012-04-06,34120.78,False
41,14,2011-07-08,15934.45,False
37,85,2011-01-07,-0.29,False
30,93,2010-07-02,23310.2,False
35,56,2012-02-17,760.38,False
10,59,2010-04-09,1907.64,False
8,12,2012-05-04,8051.5,False
32,4,2012-10-19,28555.95,False
29,8,2012-02-24,19036.7,False
37,38,2011-08-26,64626.08,False
26,67,2011-02-04,5367.28,False
3,54,2012-08-17,28.92,False
33,60,2011-06-10,52.8,False
14,87,2010-03-05,19994.21,False
15,80,2012-10-26,63.2,False
31,55,2011-07-01,5586.71,False
8,42,2011-02-18,7252.25,False
8,97,2010-03-19,16132.98,False
25,93,2011-04-08,586.72,False
34,98,2011-09-16,7574.7,False
12,4,2010-03-05,26065.38,False
30,16,2011-07-15,1431.12,False
10,2,2011-06-03,113179.62,False
9,34,2012-08-10,4151.16,False
6,23,2010-06-04,44775.83,False
8,20,2012-03-30,3552.02,False
23,25,2011-06-17,17745.68,False
39,91,2012-08-31,68239.71,False
29,81,2011-09-23,5052.24,False
29,81,2010-05-14,5454.07,False
31,82,2010-11-05,14853.39,False
29,54,2010-04-02,79.0,False
11,18,2011-04-08,4012.72,False
41,17,2010-07-23,11145.89,False
17,34,2011-03-04,6242.75,False
17,25,2012-06-29,6018.41,False
43,18,2010-12-17,1381.05,False
14,16,2010-07-23,47989.23,False
28,92,2010-03-12,94571.08,False
12,60,2010-08-13,308.0,False
38,95,2011-06-03,43946.53,False
27,20,2011-07-08,15236.02,False
14,44,2010-03-19,6453.17,False
42,72,2011-09-16,5.0,False
44,9,2012-02-24,33.32,False
43,2,2010-03-12,21862.86,False
41,13,2012-03-02,32517.84,False
32,18,2012-10-26,15979.84,False
8,40,2011-09-09,35905.6,True
34,2,2012-05-25,35864.99,False
31,35,2011-12-09,2221.65,False
22,18,2010-06-25,-2.0,False
14,79,2011-12-30,31047.26,True
5,91,2011-12-02,1238.64,False
32,13,2011-07-01,28937.19,False
7,67,2011-02-04,4509.06,False
3,9,2012-10-05,14585.78,False
40,4,2010-04-16,22288.3,False
11,23,2012-05-04,37684.95,False
15,46,2010-04-16,14450.01,False
26,30,2012-07-27,2500.94,False
23,80,2010-07-30,3.98,False
9,36,2012-03-09,208.99,False
23,23,2010-11-26,71135.81,True
45,6,2011-02-25,2089.4,False
10,56,2012-10-19,1195.63,False
34,74,2011-04-22,6870.49,False
24,79,2012-06-08,22182.17,False
34,13,2010-04-23,23488.22,False
12,90,2010-07-16,9332.53,False
14,19,2010-12-10,143.25,False
10,5,2012-08-31,41573.25,False
36,25,2010-12-24,33.0,False
19,74,2011-02-18,16543.42,False
25,24,2010-12-03,4168.88,False
37,52,2011-07-22,13.28,False
17,24,2010-11-26,10673.76,True
33,4,2012-09-14,6162.08,False
40,13,2011-08-05,23675.19,False
26,29,2012-06-08,2367.18,False
16,52,2011-10-14,2034.58,False
3,25,2012-05-25,4826.13,False
34,4,2010-02-26,19059.36,False
40,98,2012-08-17,7652.22,False
10,26,2011-12-23,34138.03,False
15,22,2010-06-25,7559.87,False
44,6,2012-01-13,14.88,False
27,2,2010-11-12,76761.62,False
13,40,2010-08-06,73623.78,False
19,92,2011-11-11,133916.29,False
2,4,2011-10-28,41105.97,False
17,54,2010-03-19,93.0,False
43,79,2011-12-30,10996.49,True
6,19,2012-03-16,4512.23,False
8,71,2012-10-12,1471.87,False
34,55,2011-09-09,9554.91,True
35,22,2010-02-05,33230.53,False
21,5,2010-12-24,84249.23,False
36,26,2010-04-23,135.6,False
5,8,2010-06-04,13503.23,False
32,27,2011-03-18,944.13,False
2,34,2011-11-25,18976.89,True
20,20,2011-07-08,8446.82,False
18,20,2012-08-10,6792.83,False
40,38,2011-05-20,34166.83,False
24,30,2011-03-04,4985.06,False
34,42,2010-06-04,4754.89,False
41,1,2012-05-18,19369.87,False
14,8,2010-03-26,55289.4,False
29,30,2012-01-27,1596.05,False
38,20,2012-08-10,60.0,False
21,21,2011-09-02,3330.39,False
19,13,2010-11-12,34449.85,False
1,46,2012-08-10,17599.96,False
9,20,2011-11-11,2201.7,False
9,92,2010-10-22,9640.95,False
35,81,2010-03-19,10450.31,False
15,13,2012-08-31,20169.72,False
31,5,2011-10-28,19267.83,False
17,87,2012-03-16,12775.25,False
11,90,2011-03-11,47361.99,False
7,87,2012-02-24,12029.42,False
6,92,2011-04-15,91012.59,False
23,49,2012-04-20,28038.32,False
8,38,2011-08-26,60949.13,False
21,1,2010-10-22,18387.74,False
21,25,2011-07-01,20545.58,False
32,41,2010-11-05,1950.5,False
34,90,2011-03-25,40303.1,False
25,27,2012-07-27,724.62,False
28,83,2011-06-17,5392.4,False
15,31,2011-11-04,2498.0,False
10,25,2011-12-30,19430.38,True
23,26,2010-08-13,10662.32,False
33,74,2010-10-22,224.01,False
37,85,2012-03-09,99.69,False
38,8,2011-03-04,9852.48,False
32,85,2010-02-26,1498.67,False
42,93,2010-10-29,25064.77,False
19,67,2012-01-20,8637.56,False
1,21,2011-07-01,6546.71,False
31,29,2011-10-14,4037.2,False
6,17,2010-11-19,17703.5,False
10,23,2012-04-13,72998.33,False
30,60,2011-06-24,510.4,False
10,97,2012-09-28,4896.1,False
26,4,2010-10-08,25237.9,False
14,41,2012-06-08,3014.73,False
45,34,2010-11-19,11256.5,False
19,49,2011-05-06,5961.69,False
40,24,2010-04-09,3275.91,False
28,5,2010-04-16,19709.53,False
13,13,2012-04-20,47356.23,False
33,46,2011-08-26,1552.0,False
40,28,2010-05-07,407.6,False
19,41,2012-06-15,2842.76,False
33,4,2012-04-06,6623.42,False
9,7,2012-05-25,12938.23,False
10,8,2011-06-10,85358.79,False
43,52,2011-04-29,64.72,False
31,96,2011-03-18,28739.76,False
15,13,2011-02-04,15617.95,False
34,38,2010-06-25,41221.44,False
8,4,2012-03-09,20736.09,False
19,38,2011-02-18,74602.32,False
10,54,2011-06-10,62.08,False
12,6,2012-04-13,4552.32,False
9,18,2012-08-03,9.97,False
22,25,2012-03-23,11170.39,False
16,96,2011-12-23,200.67,False
13,23,2010-03-19,27496.67,False
23,45,2011-01-07,20.94,False
22,4,2010-04-09,28318.35,False
6,22,2010-08-27,17861.73,False
25,40,2010-11-26,36998.78,True
28,31,2010-08-13,4282.14,False
23,60,2011-10-28,123.2,False
7,22,2012-06-15,5975.12,False
3,3,2011-10-07,4583.2,False
22,23,2011-10-07,30560.57,False
3,20,2010-09-10,945.55,True
25,3,2011-02-11,10079.39,True
15,21,2011-10-07,2664.59,False
22,20,2010-04-16,7984.68,False
43,80,2010-07-02,15653.36,False
2,5,2011-08-26,19545.59,False
4,47,2010-07-23,34.0,False
20,80,2012-03-23,36586.01,False
21,34,2011-03-25,20251.86,False
15,35,2010-09-10,2709.0,True
45,4,2012-06-08,26245.94,False
28,90,2011-09-30,59711.43,False
41,10,2010-04-09,12556.82,False
26,81,2010-05-21,18779.09,False
7,34,2011-12-30,4077.15,True
5,46,2011-08-26,4594.6,False
13,31,2012-02-24,3354.82,False
2,95,2011-12-30,111863.62,True
11,49,2011-03-25,9819.09,False
15,71,2011-12-23,7702.4,False
44,25,2012-02-24,47.39,False
34,91,2011-10-14,33078.67,False
14,34,2011-01-28,12810.26,False
20,60,2010-11-12,510.4,False
8,56,2010-10-01,1515.81,False
6,37,2012-03-16,3756.17,False
15,56,2010-12-31,228.5,True
42,81,2011-04-08,18029.93,False
10,71,2011-05-13,13027.42,False
31,58,2010-05-21,1955.0,False
8,26,2011-04-08,5220.77,False
10,23,2012-09-21,53112.83,False
25,54,2011-08-19,23.0,False
9,17,2012-07-06,4731.77,False
2,3,2012-09-14,15121.83,False
19,37,2012-04-27,2465.45,False
5,96,2011-02-11,4618.37,True
28,21,2010-02-12,6456.52,True
15,90,2012-06-08,4714.71,False
18,55,2012-01-13,7183.58,False
12,80,2011-12-23,45.73,False
24,59,2011-11-11,398.91,False
17,91,2012-04-27,14681.38,False
18,46,2010-10-22,23953.3,False
5,5,2011-05-13,3724.92,False
26,29,2011-10-14,2362.35,False
34,40,2010-12-03,43324.35,False
39,49,2012-08-24,10620.89,False
29,36,2012-02-03,768.6,False
4,46,2010-07-30,31348.4,False
4,72,2011-12-30,115268.56,True
3,41,2012-01-27,166.0,False
12,72,2012-08-03,48727.48,False
25,16,2010-03-12,6071.17,False
19,87,2012-03-23,17417.27,False
9,42,2011-05-27,2846.84,False
12,81,2010-06-25,6399.87,False
4,19,2010-08-20,2641.29,False
35,83,2012-03-02,1332.8,False
30,1,2011-02-18,14095.31,False
8,11,2012-03-23,14212.26,False
27,74,2010-04-16,27412.53,False
35,11,2012-02-10,10457.73,True
42,92,2012-06-15,91713.38,False
9,49,2012-10-05,25.0,False
7,9,2010-04-02,15919.99,False
27,21,2012-03-23,6844.62,False
18,20,2010-04-16,9099.25,False
16,27,2010-10-15,688.0,False
21,46,2010-08-20,18961.06,False
31,32,2010-03-19,5528.41,False
9,11,2010-08-20,11656.65,False
6,36,2011-10-14,1046.51,False
2,98,2012-01-06,11975.62,False
34,33,2011-02-11,3342.71,True
4,13,2010-07-16,71704.4,False
27,96,2012-08-31,25758.01,False
6,95,2011-09-09,91044.4,True
39,10,2011-03-04,11559.64,False
27,80,2011-04-15,26142.5,False
9,17,2010-03-19,4355.14,False
28,9,2011-11-04,12865.77,False
41,74,2011-02-11,17095.54,True
42,46,2010-03-19,6217.19,False
38,97,2010-11-26,8101.3,True
12,98,2010-09-10,631.09,True
29,87,2010-07-09,9069.77,False
4,85,2010-06-04,3814.63,False
17,83,2011-03-18,480.8,False
11,27,2012-08-24,2412.64,False
24,25,2011-09-02,12174.47,False
33,38,2010-06-11,8369.92,False
18,35,2010-03-12,5085.0,False
8,90,2011-05-27,35569.22,False
24,59,2010-12-31,2901.08,True
41,16,2011-07-22,25316.09,False
17,91,2012-03-16,13615.9,False
22,27,2010-08-06,1651.65,False
39,38,2011-04-22,44610.83,False
26,33,2011-04-15,2460.46,False
6,94,2010-04-23,41284.93,False
12,49,2012-05-25,115.83,False
22,97,2011-03-18,4110.98,False
29,40,2012-01-06,30294.99,False
6,8,2011-09-16,46557.04,False
22,60,2011-05-06,440.0,False
27,82,2012-06-29,29974.27,False
25,30,2011-03-25,2695.22,False
17,67,2011-12-30,6865.45,True
6,13,2011-05-20,34605.92,False
35,71,2011-02-18,15624.14,False
24,5,2010-03-19,31050.78,False
41,5,2010-07-02,23646.28,False
10,60,2011-09-23,378.4,False
17,94,2012-09-28,857.78,False
18,74,2012-02-24,22062.56,False
8,24,2012-06-15,3496.25,False
9,5,2011-04-08,18329.16,False
40,98,2011-11-25,9470.56,True
4,30,2011-01-07,6465.18,False
32,96,2011-01-07,1442.19,False
23,94,2011-09-09,771.46,True
40,80,2011-09-16,15842.88,False
45,30,2011-11-11,2733.18,False
33,11,2010-07-09,224.9,False
14,29,2011-02-25,8111.19,False
34,71,2011-04-01,2358.84,False
11,9,2011-02-11,13643.34,True
35,11,2011-10-14,9708.95,False
18,54,2012-06-08,5.88,False
16,59,2010-03-26,285.41,False
19,40,2012-04-27,53720.78,False
36,10,2011-08-26,182.42,False
37,13,2010-10-29,15592.92,False
32,42,2011-02-25,6188.42,False
4,18,2012-06-15,0.75,False
4,28,2012-02-24,1007.15,False
3,2,2010-04-02,15830.95,False
26,44,2010-05-28,2181.91,False
8,95,2011-01-28,56434.18,False
14,92,2010-09-10,205314.67,True
8,29,2010-12-03,3955.6,False
18,22,2011-03-04,17526.43,False
41,38,2010-12-31,37611.38,True
7,72,2010-04-23,26020.91,False
19,3,2012-03-16,10508.12,False
31,22,2010-11-12,8627.91,False
12,58,2010-10-22,2203.0,False
19,32,2011-01-07,3849.88,False
7,92,2011-08-05,31745.3,False
37,4,2011-01-28,17702.56,False
45,38,2010-07-16,46921.28,False
35,51,2011-09-23,2.72,False
18,31,2010-03-26,2935.52,False
2,5,2012-01-06,24429.4,False
8,13,2010-02-26,26008.25,False
11,91,2012-01-20,42564.79,False
28,80,2012-10-19,17166.32,False
29,4,2012-03-23,14663.03,False
36,5,2012-06-15,75.0,False
19,98,2010-03-19,12908.29,False
17,18,2011-11-11,10338.47,False
14,6,2010-06-18,14044.65,False
15,72,2011-02-25,53712.21,False
32,20,2012-09-07,6178.12,True
19,83,2012-08-17,3452.89,False
8,94,2012-05-04,27219.44,False
42,13,2011-05-06,16206.8,False
38,96,2010-08-20,10874.81,False
44,10,2011-05-06,113.39,False
26,48,2011-09-16,1037.0,False
25,81,2012-05-25,9890.02,False
4,60,2010-06-25,264.0,False
2,67,2011-07-15,7920.52,False
35,42,2011-11-25,5962.96,True
4,72,2011-12-09,148076.15,False
23,45,2012-02-17,70.26,False
21,49,2011-02-25,13482.87,False
31,2,2011-05-13,57336.42,False
24,36,2010-04-09,1503.0,False
14,40,2011-08-05,70938.41,False
23,93,2012-08-17,2844.22,False
17,20,2012-03-02,3468.34,False
17,6,2010-02-19,6771.34,False
23,18,2010-10-29,23405.67,False
7,67,2010-05-14,3113.67,False
14,87,2011-09-02,18455.79,False
11,35,2012-06-08,6646.3,False
38,90,2012-08-03,40223.42,False
17,59,2011-04-15,603.3,False
24,16,2010-09-03,16865.39,False
26,2,2011-12-09,32156.86,False
37,12,2010-11-12,87.83,False
41,2,2011-07-08,50700.13,False
43,26,2010-04-16,11.92,False
31,21,2011-03-18,5020.09,False
5,23,2012-05-11,7075.07,False
2,56,2011-04-08,14534.51,False
1,81,2012-04-20,30648.9,False
1,90,2012-06-29,84392.18,False
6,4,2010-06-18,33353.02,False
19,98,2011-07-29,12408.93,False
42,98,2011-09-16,6260.16,False
13,95,2010-09-17,130932.31,False
9,19,2010-06-18,1090.88,False
22,87,2010-03-12,14009.84,False
20,82,2012-04-13,33992.71,False
21,38,2011-04-08,40055.64,False
19,44,2010-10-15,5653.83,False
22,11,2012-04-20,14179.94,False
23,71,2012-08-24,23369.5,False
4,79,2010-09-10,49447.81,True
21,3,2012-02-10,11753.57,True
27,17,2011-04-01,16447.98,False
44,60,2011-09-30,466.4,False
5,5,2010-10-15,5116.19,False
37,22,2011-07-29,46.54,False
42,82,2011-04-08,8372.92,False
10,49,2011-08-05,18580.04,False
21,17,2010-11-05,6776.22,False
28,9,2010-09-10,15465.3,True
2,67,2011-08-05,8773.95,False
45,20,2010-06-11,6019.3,False
16,24,2010-12-10,3646.9,False
26,3,2012-05-25,5317.63,False
30,28,2011-04-01,205.68,False
29,52,2010-04-09,1229.08,False
40,98,2010-10-29,8580.14,False
7,92,2011-08-19,29102.47,False
4,82,2010-07-16,20277.0,False
28,33,2010-12-31,7093.36,True
26,60,2012-03-09,117.0,False
11,34,2012-09-14,16969.34,False
23,82,2010-11-05,18670.61,False
29,81,2010-11-12,5127.79,False
41,35,2011-08-26,1787.62,False
25,9,2011-08-26,12999.78,False
27,18,2010-06-04,2.5,False
4,87,2012-08-31,17485.32,False
25,31,2010-12-31,1049.88,True
21,59,2011-05-20,140.99,False
24,50,2011-12-16,1588.0,False
42,2,2011-07-08,15612.87,False
24,72,2010-12-17,96127.23,False
22,52,2012-08-24,1994.55,False
34,97,2011-03-04,15953.66,False
43,79,2011-04-22,10322.49,False
10,71,2011-07-22,16258.47,False
39,74,2010-05-21,21267.29,False
36,59,2010-10-22,29.41,False
29,12,2012-04-27,2284.92,False
24,7,2010-03-26,25536.82,False
40,60,2011-01-14,123.2,False
13,67,2012-02-17,38959.51,False
32,32,2011-09-23,4223.18,False
18,27,2010-12-31,2300.41,True
18,96,2012-03-30,2.24,False
27,52,2011-10-28,3591.3,False
1,25,2011-03-04,12060.08,False
19,55,2011-09-16,11562.79,False
32,79,2011-11-18,14013.28,False
1,2,2011-08-12,45341.92,False
41,35,2011-01-14,1537.0,False
10,29,2011-04-08,13660.41,False
31,49,2011-02-18,9973.88,False
40,46,2011-04-08,9188.73,False
3,97,2010-12-31,321.87,True
34,38,2011-09-02,47052.78,False
29,5,2011-10-28,13387.4,False
37,2,2012-05-25,18243.97,False
28,17,2012-08-10,8369.82,False
8,29,2011-10-21,2687.27,False
15,10,2010-11-05,11827.66,False
19,71,2011-09-30,5586.69,False
24,4,2012-06-29,33002.15,False
9,23,2012-03-09,10905.26,False
18,28,2011-02-04,1502.6,False
29,34,2010-10-22,14122.0,False
36,12,2012-05-25,22.62,False
2,83,2011-12-09,5467.68,False
31,67,2010-06-25,9344.47,False
45,92,2010-07-09,42341.8,False
17,1,2011-08-19,13908.97,False
12,56,2010-10-15,429.78,False
14,4,2012-01-06,59316.66,False
11,87,2010-08-13,13728.56,False
40,45,2010-02-26,15.47,False
11,22,2011-07-01,13481.67,False
18,32,2010-07-16,8740.96,False
34,9,2010-10-22,17081.67,False
15,2,2010-07-16,29924.63,False
45,72,2012-06-15,29931.88,False
1,82,2010-08-20,16702.11,False
9,52,2010-07-30,912.58,False
39,92,2012-05-11,113829.85,False
24,1,2012-01-20,11771.25,False
25,30,2011-07-08,2875.9,False
8,21,2011-05-13,3875.55,False
4,11,2011-06-17,45033.89,False
12,10,2010-02-19,18034.33,False
8,59,2010-11-26,2368.36,True
22,90,2011-02-25,22818.63,False
41,93,2010-03-19,28626.37,False
24,40,2010-04-02,46171.8,False
8,14,2011-12-30,16469.39,True
10,90,2010-11-05,14662.06,False
1,42,2011-03-25,8842.06,False
37,98,2012-07-06,5256.28,False
33,9,2010-04-23,17.76,False
34,7,2011-03-04,13598.05,False
39,32,2012-01-20,4066.2,False
9,74,2011-05-06,7088.45,False
34,33,2010-12-31,3060.5,True
13,29,2011-06-17,5265.77,False
27,41,2010-05-21,2205.83,False
3,19,2010-04-02,987.25,False
25,8,2011-02-18,28296.55,False
21,52,2010-02-12,2843.48,True
43,82,2011-07-08,7988.32,False
17,33,2010-05-14,4074.97,False
11,41,2012-08-10,1010.27,False
6,74,2011-03-25,19940.52,False
11,11,2011-08-05,24532.35,False
41,99,2011-12-30,1125.0,True
10,71,2012-08-03,17663.96,False
39,28,2010-12-10,1323.11,False
35,16,2011-04-15,5669.17,False
36,2,2010-03-19,14357.57,False
36,42,2011-12-30,102.45,True
7,93,2010-10-01,735.17,False
22,34,2011-10-28,25193.39,False
38,74,2011-02-04,292.8,False
28,30,2011-06-17,4281.35,False
40,23,2012-03-23,13991.96,False
19,92,2012-06-15,106379.71,False
20,52,2011-11-18,3364.98,False
23,26,2012-07-20,7995.01,False
19,10,2012-05-11,28323.69,False
37,46,2012-08-10,8395.44,False
30,82,2012-06-22,4236.57,False
25,22,2010-02-05,5093.55,False
30,16,2012-06-22,2262.77,False
9,10,2010-03-05,10665.1,False
6,87,2011-09-30,37809.15,False
26,48,2011-10-28,1561.0,False
16,17,2011-09-02,7269.97,False
20,52,2011-02-18,2590.9,False
19,4,2011-03-18,26061.98,False
25,60,2011-08-19,140.8,False
26,23,2011-06-10,14554.54,False
18,19,2012-09-14,2173.8,False
37,96,2010-02-19,17743.1,False
17,23,2010-03-05,9962.85,False
6,72,2010-12-17,135009.23,False
6,71,2012-10-05,4443.45,False
29,55,2010-02-12,7954.52,True
39,90,2010-10-15,70990.2,False
16,49,2012-06-22,32.67,False
14,35,2011-08-12,3495.14,False
19,1,2011-12-09,32604.85,False
39,24,2010-09-17,3027.87,False
6,19,2010-07-30,793.72,False
45,31,2011-10-21,2178.36,False
14,24,2010-05-14,7647.51,False
41,56,2010-08-20,2505.42,False
19,25,2012-04-27,11559.77,False
25,92,2012-09-07,42270.51,True
37,4,2012-03-09,18536.1,False
17,16,2011-04-22,10802.69,False
25,9,2011-07-22,18949.02,False
31,27,2010-11-12,1601.33,False
19,28,2010-03-26,1173.68,False
11,90,2010-05-14,44126.6,False
21,28,2011-12-02,1013.65,False
20,52,2010-06-11,2608.83,False
18,59,2010-10-01,585.41,False
34,14,2010-11-19,11785.0,False
38,96,2012-04-06,13420.18,False
12,97,2010-10-15,2160.6,False
5,46,2011-09-23,4271.14,False
39,79,2010-12-24,42469.93,False
6,58,2011-06-24,3365.0,False
31,5,2012-01-20,13641.21,False
13,36,2011-01-28,950.0,False
16,80,2011-02-04,3.98,False
28,18,2011-09-23,4030.58,False
2,17,2012-02-03,15024.68,False
8,60,2010-05-07,325.6,False
24,13,2010-10-15,30682.32,False
38,52,2010-09-10,16.53,True
13,80,2011-10-07,18212.55,False
19,91,2010-03-19,56003.43,False
17,36,2010-08-06,1783.5,False
28,47,2010-05-21,70.0,False
44,74,2010-07-09,351.35,False
12,45,2010-10-22,10.47,False
6,4,2011-01-21,31129.56,False
11,40,2010-12-31,51187.45,True
16,6,2011-12-16,7408.84,False
14,67,2011-10-28,14261.52,False
5,34,2012-07-27,2707.35,False
7,21,2012-09-14,1962.82,False
45,27,2011-12-16,3188.25,False
15,27,2011-06-03,1234.13,False
26,45,2010-04-30,15.44,False
16,71,2011-12-16,2074.82,False
17,19,2011-08-05,3345.86,False
19,81,2011-06-03,22843.74,False
12,40,2010-10-29,43879.41,False
26,4,2010-11-19,22685.37,False
34,4,2011-05-06,19482.55,False
17,60,2011-12-02,624.8,False
14,10,2010-07-23,23581.86,False
16,54,2010-09-10,55.0,True
11,72,2012-08-17,69682.5,False
28,9,2010-07-16,20782.4,False
10,92,2011-05-27,43222.51,False
27,19,2012-09-14,1233.89,False
13,41,2010-07-23,1215.0,False
42,59,2011-02-04,284.48,False
22,67,2011-11-11,11704.52,False
38,42,2010-02-19,103.37,False
3,42,2011-04-22,4495.68,False
1,5,2011-12-02,32572.27,False
14,90,2010-05-21,106912.91,False
3,9,2010-09-03,6750.1,False
38,9,2012-02-24,37.71,False
19,42,2011-12-09,5823.52,False
27,3,2010-05-28,11917.86,False
37,97,2011-11-25,11943.76,True
24,92,2010-12-24,145530.89,False
5,29,2012-07-27,1056.88,False
7,17,2011-06-24,4496.26,False
18,21,2011-08-05,4246.66,False
8,20,2010-05-07,3563.79,False
20,9,2011-12-02,52997.87,False
2,92,2011-07-22,146359.81,False
35,14,2011-01-21,23225.36,False
30,9,2011-04-22,32.13,False
27,99,2012-06-08,195.0,False
11,9,2012-06-01,25408.93,False
33,94,2011-12-02,18663.23,False
31,60,2012-10-19,252.0,False
28,34,2011-05-20,15601.53,False
6,30,2010-08-13,5535.3,False
16,34,2010-11-26,4331.0,True
28,7,2010-10-08,18893.84,False
39,8,2010-02-05,32760.39,False
7,24,2011-05-06,1156.57,False
35,59,2010-10-29,222.5,False
8,60,2012-05-25,171.0,False
12,2,2012-01-20,71450.95,False
35,35,2010-11-05,4021.0,False
29,25,2010-09-17,5601.96,False
35,85,2011-04-15,1912.29,False
31,83,2010-11-26,5916.93,True
37,23,2010-04-16,24.0,False
42,14,2011-11-18,2537.31,False
6,79,2010-11-05,25088.55,False
23,93,2012-07-13,3060.54,False
7,30,2011-09-30,673.48,False
45,1,2010-11-12,12145.54,False
35,9,2011-11-04,7158.46,False
2,91,2010-03-19,85120.3,False
31,26,2011-08-19,5723.31,False
45,67,2011-05-06,13994.98,False
19,79,2012-08-10,20741.54,False
10,16,2010-11-19,8921.67,False
45,31,2012-01-06,3040.85,False
40,10,2011-11-25,35405.26,True
33,26,2011-09-09,65.24,True
4,36,2011-10-14,1697.46,False
33,42,2012-05-11,67.91,False
30,56,2012-03-16,25.0,False
40,30,2011-08-05,3189.28,False
39,23,2011-11-04,18754.6,False
31,28,2011-05-27,346.7,False
7,56,2011-10-14,881.06,False
31,21,2012-07-20,3757.89,False
41,20,2012-07-20,6561.98,False
27,87,2010-12-31,12126.18,True
36,94,2012-03-30,33448.32,False
11,81,2010-10-29,12644.47,False
4,41,2010-02-26,564.0,False
42,28,2010-08-13,21.5,False
6,1,2012-02-24,19071.58,False
43,59,2010-05-07,155.75,False
45,60,2012-09-07,252.0,True
33,93,2011-10-07,24097.35,False
40,23,2012-08-03,14627.45,False
28,10,2010-12-03,18476.74,False
22,20,2012-01-20,5248.92,False
27,6,2010-04-16,5308.55,False
45,7,2011-06-17,27984.7,False
27,81,2011-07-29,31323.13,False
11,12,2010-09-10,3925.7,True
23,31,2012-09-28,3283.94,False
6,30,2012-01-20,3474.36,False
23,46,2011-07-01,38455.89,False
30,25,2012-07-27,61.8,False
9,17,2010-03-05,4655.48,False
41,87,2011-06-17,10185.92,False
39,85,2011-09-23,1721.59,False
19,8,2011-09-23,40142.68,False
6,16,2011-11-04,7784.27,False
18,42,2011-02-04,5094.19,False
45,94,2010-12-31,3966.8,True
39,25,2010-10-01,5124.62,False
2,44,2011-05-06,8143.36,False
45,72,2012-09-14,25455.57,False
11,72,2010-09-24,56819.12,False
30,5,2012-07-06,330.6,False
27,32,2012-06-01,7782.42,False
11,79,2010-12-24,36905.98,False
4,96,2012-10-19,45330.86,False
42,5,2010-06-18,1279.68,False
9,41,2012-10-12,2142.37,False
43,32,2010-09-03,30.0,False
25,12,2012-01-27,1834.73,False
20,95,2011-10-21,142458.53,False
24,59,2012-05-04,188.41,False
34,23,2012-08-24,9613.88,False
12,42,2012-04-20,6403.64,False
11,24,2011-02-04,11095.61,False
21,71,2010-07-02,7013.84,False
43,60,2011-04-01,589.6,False
32,6,2010-11-19,3003.18,False
26,56,2011-09-02,1686.73,False
37,46,2012-02-24,8848.62,False
2,99,2011-09-09,40.0,True
20,5,2010-07-16,28607.3,False
25,10,2011-02-04,15126.53,False
4,60,2010-12-03,563.2,False
13,1,2011-12-30,51112.61,True
44,6,2012-04-06,7.94,False
11,31,2012-03-02,1830.58,False
19,74,2011-07-15,16077.28,False
14,55,2010-12-10,41799.98,False
25,95,2010-11-12,39884.45,False
5,3,2012-08-10,7989.8,False
17,98,2010-08-27,42.0,False
30,11,2010-12-10,1631.12,False
40,60,2012-09-21,162.0,False
5,4,2010-06-04,10935.35,False
19,17,2010-12-10,22835.38,False
3,38,2011-12-02,124296.12,False
16,17,2011-11-11,10362.83,False
35,95,2012-04-06,39367.52,False
34,36,2011-01-07,403.0,False
41,52,2012-05-11,2355.42,False
5,34,2011-03-04,4142.27,False
44,4,2012-04-27,7842.97,False
19,1,2010-06-11,12033.31,False
44,10,2010-10-22,201.49,False
23,36,2012-06-08,5845.4,False
37,80,2012-07-06,10341.83,False
8,35,2011-06-03,2324.1,False
25,30,2010-03-05,2605.89,False
11,37,2011-09-30,4323.63,False
41,96,2012-09-14,3838.26,False
8,97,2011-09-02,18483.94,False
1,27,2011-06-17,674.36,False
18,44,2011-05-27,4002.96,False
40,42,2010-04-09,4260.8,False
25,17,2012-03-16,8896.53,False
45,35,2012-09-28,2855.74,False
21,79,2010-12-31,18887.29,True
35,87,2012-06-08,13229.54,False
24,13,2011-09-16,30942.34,False
21,49,2010-07-09,10584.97,False
20,37,2010-09-10,3571.41,True
35,93,2011-04-29,1360.6,False
30,6,2011-11-25,14.68,True
45,19,2011-06-17,1024.23,False
23,33,2012-04-06,13799.74,False
40,22,2010-12-17,11531.17,False
28,26,2010-12-17,15549.81,False
21,26,2011-11-04,13953.93,False
8,20,2012-06-15,4390.25,False
39,98,2011-06-24,8521.2,False
27,90,2011-09-23,95697.94,False
10,38,2011-02-04,89661.25,False
5,67,2012-06-08,3155.9,False
43,79,2011-03-18,10687.02,False
5,41,2011-12-16,1615.47,False
45,22,2011-03-11,8933.55,False
36,82,2011-10-21,5001.39,False
28,21,2012-07-06,4519.68,False
17,17,2012-03-09,10219.94,False
33,4,2012-04-20,6202.33,False
8,94,2012-04-13,27972.89,False
28,9,2011-04-01,21211.99,False
35,36,2011-09-16,1784.15,False
41,55,2010-12-10,26828.89,False
18,13,2010-03-19,45229.72,False
8,2,2010-07-02,35607.77,False
7,30,2012-10-12,1018.25,False
2,18,2012-09-14,2626.17,False
27,10,2012-08-10,37094.12,False
44,93,2011-11-04,10969.39,False
41,90,2010-11-26,81312.75,True
28,26,2012-08-10,7151.23,False
